ms num	title [nt.= no title]	tibetan script	extent	ms/xyl	lang/script	dimension	subject - 1	subject - 2
1	Bstan bsrung yongs rdzogs nag 'gros bkod pa bzhugs so	བསྟན་བསྲུང་ཡོངས་རྫོགས་ནག་འགྲོས་བཀོད་པ་བཞུགས་སོ།	1 f	ms	bo-Latn-x-EWTS	26 x 9 cm		
2	 'Brug lug gi gsol 'debs bla ma byangs 'bed bzhugso	འབྲུག་ལུག་གི་གསོལ་འདེབས་བླ་མ་བྱངས་འབེད་བཞུགསོ།	4 ff folded	ms	bo-Latn-x-EWTS	34 x 7 cm	Prayers.	Buddhism--Prayers and devotions.
3	Smon lam gyi rim pa rnams bzhugs so	སྨོན་ལམ་གྱི་རིམ་པ་རྣམས་བཞུགས་སོ།	23 ff	xyl	bo-Latn-x-EWTS	28 x 7 cm	Prayers.	Buddhism--Prayers and devotions.
4	Nyes  pa kun sel byin rlabs sgron me zhes bya ba bzhugs so	ཉེས་པ་ཀུན་སེལ་བྱིན་རླབས་སྒྲོན་མེ་ཞེས་བྱ་བ་བཞུགས་སོ།	7 ff folded	xyl	bo-Latn-x-EWTS	27 x 9 cm	Ritual.	Buddhism--Rituals--Texts.
5	Sgrol ma man+Dal zhi pa chog ga zhugs so	སྒྲོལ་མ་མནྜལ་ཞི་པ་ཆོག་ག་ཞུགས་སོ།	9 ff	ms	bo-Latn-x-EWTS	31 x 8 cm	Ritual.	Buddhism--Rituals--Texts.
6	Mkhas grub rA go a syas mdzad pa'i rnam dag bde chen zhing gi smon lam bzhugs so	མཁས་གྲུབ་རཱ་གོ་ཨ་སྱས་མཛད་པའི་རྣམ་དག་བདེ་ཆེན་ཞིང་གི་སྨོན་ལམ་བཞུགས་སོ།	7 ff   	xyl	bo-Latn-x-EWTS	26 x 9 cm	Prayers.	Buddhism--Prayers and devotions.
7	nt: 1v Gsang ba'i snying bla na ma 'chi pa'i man ngag chig dril du byas nas sgom par byed pa la/ 	གསང་བའི་སྙིང་བླ་ན་མ་འཆི་པའི་མན་ངག་ཆིག་དྲིལ་དུ་བྱས་ནས་སྒོམ་པར་བྱེད་པ་ལ།...	27 ff	ms	bo-Latn-x-EWTS	31 x 8 cm	Spiritual life--Buddhism.	
8	nt: 2r Rgyud mang snyan 'gyur gyis	རྒྱུད་མང་སྙན་འགྱུར་གྱིས།...	40 ff first missing	xyl	bo-Latn-x-EWTS	36 x  9 cm	Spiritual life--Buddhism.	
9	OM A: hUM	ཨོཾ་ཨཱ༔་ཧཱུཾ	1 f	ms	bo-Latn-x-EWTS	28 x 10 cm	Cover.	
10	nt: [1r] Bsangs mchod bzhugs so	བསངས་མཆོད་བཞུགས་སོ།	[6 ff] folded	ms	bo-Latn-x-EWTS	24 x 8 cm	Ritual.	Buddhism--Rituals--Texts.
11	Phyogs bcu mun sel bzhugs so	ཕྱོགས་བཅུ་མུན་སེལ་བཞུགས་སོ།	4 ff  	xyl	bo-Latn-x-EWTS	25 x 8 cm 	Prayers.	Buddhism--Prayers and devotions.
12	 'Phags pa rgyal mtshan gyi rte mo'i dpung rgyan zhes bya ba bzhugs so	འཕགས་པ་རྒྱལ་མཚན་གྱི་རྟེ་མོའི་དཔུང་རྒྱན་ཞེས་བྱ་བ་བཞུགས་སོ།	7 ff folded	xyl	bo-Latn-x-EWTS	27 x 8 cm	Spiritual life--Buddhism.	
13	Skyabs thugs rje ma ngan song kun grol bzhugs so	སྐྱབས་ཐུགས་རྗེ་མ་ངན་སོང་ཀུན་གྲོལ་བཞུགས་སོ།	8 ff folded	xyl	bo-Latn-x-EWTS	27 x 8 cm	Prayers.	Buddhism--Prayers and devotions.
14	Nam par dag pa'i zhing mchog bde ba can gyi zhing gi yon tan smon lam mtha' yas yongs rdzogs pa nan grol lam bzang bzhugs so	ནམ་པར་དག་པའི་ཞིང་མཆོག་བདེ་བ་ཅན་གྱི་ཞིང་གི་ཡོན་ཏན་སྨོན་ལམ་མཐའ་ཡས་ཡོངས་རྫོགས་པ་ནན་གྲོལ་ལམ་བཟང་བཞུགས་སོ།	3 ff folded	xyl	bo-Latn-x-EWTS	28 x 9 cm	Spiritual life--Buddhism.	
15	Rgya gar rdo rje gdan gyi gsol 'debs bzhugs so	རྒྱ་གར་རྡོ་རྗེ་གདན་གྱི་གསོལ་འདེབས་བཞུགས་སོ།	4 ff	xyl	bo-Latn-x-EWTS	27 x 9 cm	Prayers.	Buddhism--Prayers and devotions.
16	Dud don lung rig pa'i mda' mo zhes bya ba bzhugs so	དུད་དོན་ལུང་རིག་པའི་མདའ་མོ་ཞེས་བྱ་བ་བཞུགས་སོ།	12 ff	xyl	bo-Latn-x-EWTS	29 x 8 cm	Prayers.	Buddhism--Prayers and devotions.
17	Gnas brtan phyag mchod? bzhugs? so	གནས་བརྟན་ཕྱག་མཆོད་བཞུགས་སོ།	9 ff folded + 1 loose	xyl	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
18	Tshangs dbyangs rgya mtsho'i rnam thar lhun 'grugs? kyis bkod pa ces bya ba bzhugs so	ཚངས་དབྱངས་རྒྱ་མཚོའི་རྣམ་ཐར་ལྷུན་འགྲུགས་ཀྱིས་བཀོད་པ་ཅེས་བྱ་བ་བཞུགས་སོ།	10 ff folded	xyl	bo-Latn-x-EWTS	26 x 9	Religious biography.	Spiritual biography.
19	Ri klung gnas khang sogs la khrus chog byed tshul byed nyes pa kun sel bzhugs so	རི་ཀླུང་གནས་ཁང་སོགས་ལ་ཁྲུས་ཆོག་བྱེད་ཚུལ་བྱེད་ཉེས་པ་ཀུན་སེལ་བཞུགས་སོ།	15 ff 	xyl	bo-Latn-x-EWTS	26 x 9	Ritual.	Buddhism--Rituals--Texts.
20	Lha bsangs rnam dag chos sku ma bzhugs so	ལྷ་བསངས་རྣམ་དག་ཆོས་སྐུ་མ་བཞུགས་སོ།	31 ff	xyl	bo-Latn-x-EWTS	27 x 8	Prayers.	Buddhism--Prayers and devotions.
21	Skyabs 'gro khrus gsol maN+Dal bcas bzhugs so	སྐྱབས་འགྲོ་ཁྲུས་གསོལ་མཎྜལ་བཅས་བཞུགས་སོ།	17 ff	xyl	bo-Latn-x-EWTS	27 x 9	Ritual.	Buddhism--Rituals--Texts.
22	Rdzogs pa chen po gsang snying thig las/ Tshig bdun bla sgrub mdor bsdus byin rlabs char 'bebs bzhugs	རྫོགས་པ་ཆེན་པོ་གསང་སྙིང་ཐིག་ལས།   ཚིག་བདུན་བླ་སྒྲུབ་མདོར་བསྡུས་བྱིན་རླབས་ཆར་འབེབས་བཞུགས།	5 ff	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
23	Grub dbang klong rdol  bla ma rin po che nas mdzad pa'i sman mdo shin tu bsdud pa dang dpal mgon slu sgrub kyi smon lam bcas bzhugso	གྲུབ་དབང་ཀློང་རྡོལ་བླ་མ་རིན་པོ་ཆེ་ནས་མཛད་པའི་སྨན་མདོ་ཤིན་ཏུ་བསྡུད་པ་དང་དཔལ་མགོན་སླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ་བཅས་བཞུགསོ།	6 ff folded	xyl	bo-Latn-x-EWTS	26  x 8	Prayers.	Buddhism--Prayers and devotions.
24	Yid bzhin 'khor lo'i rgyun khyer 'chi med bcud spungs zhes bya ba bzhugs so	ཡིད་བཞིན་འཁོར་ལོའི་རྒྱུན་ཁྱེར་འཆི་མེད་བཅུད་སྤུངས་ཞེས་བྱ་བ་བཞུགས་སོ།	3 ff	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
25	Chu sbrul rgyal chen rdo rje shugs ldan zhi ba'i rnam 'gyur 'dul 'dzin chos rgyal rang nas bka' stsal ba'i 'phrin bsgul dgra bgegs thal bar rlog pa'i gnam lcags thog 'bebs zhes bya ba bzhugs so 	ཆུ་སྦྲུལ་རྒྱལ་ཆེན་རྡོ་རྗེ་ཤུགས་ལྡན་ཞི་བའི་རྣམ་འགྱུར་འདུལ་འཛིན་ཆོས་རྒྱལ་རང་ནས་བཀའ་སྩལ་བའི་འཕྲིན་བསྒུལ་དགྲ་བགེགས་ཐལ་བར་རློག་པའི་གནམ་ལྕགས་ཐོག་འབེབས་ཞེས་བྱ་བ་བཞུགས་སོ།	10 ff  	xyl	bo-Latn-x-EWTS	35 x 9	Ritual.	Buddhism--Rituals--Texts.
26	nt: 1r Om swasti/ 	ཨོཾ་སྭསྟི།	1 ff	xyl	bo-Latn-x-EWTS	38 x 9	Prayers.	Buddhism--Prayers and devotions.
27	Rje btsun rdo rje rnal 'byor ma nA ro mkha' spyod ma'i snying po dang / Rkang brgyad kyis bstod pa'i phan yon bshad pa skal bzang dga' bskyed ces bya ba bzhugso	རྗེ་བཙུན་རྡོ་རྗེ་རྣལ་འབྱོར་མ་ནཱ་རོ་མཁའ་སྤྱོད་མའི་སྙིང་པོ་དང་།   རྐང་བརྒྱད་ཀྱིས་བསྟོད་པའི་ཕན་ཡོན་བཤད་པ་སྐལ་བཟང་དགའ་བསྐྱེད་ཅེས་བྱ་བ་བཞུགསོ།	54 ff	xyl	bo-Latn-x-EWTS	34 x 9	Ritual.	Buddhism--Rituals--Texts.
28	Rje btsun rdo rje rnal 'byor ma nA ro mkha' spyod kyi sgrub thabs thun mong ma yin pa bde chen nye lam zhes bya ba bzhugs so/ 'Di dbang dang byin rlabs thob kyang rim gnyis kyi zab khrid ma thob pas blta bar mi bya'o	རྗེ་བཙུན་རྡོ་རྗེ་རྣལ་འབྱོར་མ་ནཱ་རོ་མཁའ་སྤྱོད་ཀྱི་སྒྲུབ་ཐབས་ཐུན་མོང་མ་ཡིན་པ་བདེ་ཆེན་ཉེ་ལམ་ཞེས་བྱ་བ་བཞུགས་སོ།   འདི་དབང་དང་བྱིན་རླབས་ཐོབ་ཀྱང་རིམ་གཉིས་ཀྱི་ཟབ་ཁྲིད་མ་ཐོབ་པས་བལྟ་བར་མི་བྱའོ།	30 ff	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
29	Rje btsun rdo rje rnal 'byor ma nA ro mkha' spyod kyi sgrub thabs thun mong ma yin pa bde chen nye lam zhes bya ba bzhugs so/ 'Di dbang dang byin rlabs thob kyang rim gnyis kyi zab khrid ma thob pas blta bar mi bya'o	རྗེ་བཙུན་རྡོ་རྗེ་རྣལ་འབྱོར་མ་ནཱ་རོ་མཁའ་སྤྱོད་ཀྱི་སྒྲུབ་ཐབས་ཐུན་མོང་མ་ཡིན་པ་བདེ་ཆེན་ཉེ་ལམ་ཞེས་བྱ་བ་བཞུགས་སོ།   འདི་དབང་དང་བྱིན་རླབས་ཐོབ་ཀྱང་རིམ་གཉིས་ཀྱི་ཟབ་ཁྲིད་མ་ཐོབ་པས་བལྟ་བར་མི་བྱའོ།	30 ff	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
30	Klong chen snying tig dngon 'gro...[illeg.]	ཀློང་ཆེན་སྙིང་ཏིག་དངོན་འགྲོ...	1 f [t.p. only]	xyl	bo-Latn-x-EWTS	28 x 9	Ritual.	Buddhism--Rituals--Texts.
31	Ye shes mkha' 'gro bde chen rgyal mo'i gsol 'debs bden pa gnyis kyi myu gu dngos grub 'byung gnas zhes bya ba bzhugs so/	ཡེ་ཤེས་མཁའ་འགྲོ་བདེ་ཆེན་རྒྱལ་མོའི་གསོལ་འདེབས་བདེན་པ་གཉིས་ཀྱི་མྱུ་གུ་དངོས་གྲུབ་འབྱུང་གནས་ཞེས་བྱ་བ་བཞུགས་སོ།	5 ff	xyl	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
32	Klong chen snying gi thig le:  Nang sgrub rig 'dzin 'dus pa bzhugso/	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ༔   ནང་སྒྲུབ་རིག་འཛིན་འདུས་པ་བཞུགསོ།	11 ff	xyl	bo-Latn-x-EWTS	35 x 10	Ritual.	Buddhism--Rituals--Texts.
33	[misc] Klong chen snying thig...	ཀློང་ཆེན་སྙིང་ཐིག...	12 ff	xyl	bo-Latn-x-EWTS	34 x 10	Ritual.	Buddhism--Rituals--Texts.
34	Klong chen snying gi thig le las/  'Pho ba ma sgom sangs rgyas bzhugso/	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས།   འཕོ་བ་མ་སྒོམ་སངས་རྒྱས་བཞུགསོ།	12 ff folded, bound	ms	bo-Latn-x-EWTS	16 x 7	Ritual.	Buddhism--Rituals--Texts.
35	Bka' srung sman btsun mched lnga'i phrin las dpag bsam yongs 'du dang 'brel ba'i tshogs mchod phan bde'i rna cha zhes bya ba bzhug so/	བཀའ་སྲུང་སྨན་བཙུན་མཆེད་ལྔའི་ཕྲིན་ལས་དཔག་བསམ་ཡོངས་འདུ་དང་འབྲེལ་བའི་ཚོགས་མཆོད་ཕན་བདེའི་རྣ་ཆ་ཞེས་བྱ་བ་བཞུག་སོ།	5 ff	xyl	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
36	Zangs mdog dpal ri'i smon lam/  Dpal ri'i gsang lam zhes bya ba bzhugs so:	ཟངས་མདོག་དཔལ་རིའི་སྨོན་ལམ།་དཔལ་རིའི་གསང་ལམ་ཞེས་བྱ་བ་བཞུགས་སོ༔	[incomplete?]	ms	bo-Latn-x-EWTS	23 x 6	Prayers.	Buddhism--Prayers and devotions.
37	nt. Kun mkhyen chen po'i mchod brgyad kyi gsol 'debs ni/	ཀུན་མཁྱེན་ཆེན་པོའི་མཆོད་བརྒྱད་ཀྱི་གསོལ་འདེབས་ནི།...	3 ff	ms	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
38	Bde can zhing gi smon lam bzhugs so	བདེ་ཅན་ཞིང་གི་སྨོན་ལམ་བཞུགས་སོ།	5 ff	xyl	bo-Latn-x-EWTS	30 x 9	Prayers.	Buddhism--Prayers and devotions.
39	Klong chen snying tig gi sngon 'gro'i rig 'don...[illeg]	ཀློང་ཆེན་སྙིང་ཏིག་གི་སྔོན་འགྲོའི་རིག་འདོན...	31 ff [incompl]	xyl	bo-Latn-x-EWTS	30 x 8	Ritual.	Buddhism--Rituals--Texts.
40	nt: Rdzogs pa chen po klong chen snying thig gi brgyud 'debs byin rlabs char rgyun bzhugs	རྫོགས་པ་ཆེན་པོ་ཀློང་ཆེན་སྙིང་ཐིག་གི་བརྒྱུད་འདེབས་བྱིན་རླབས་ཆར་རྒྱུན་བཞུགས།	2 ff	xyl	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
41	nt: Tshogs byon	ཚོགས་བྱོན...	1 f	xyl	bo-Latn-x-EWTS	36 x 9	Prayers.	Buddhism--Prayers and devotions.
42	 'Phrul zhig kun bzang bla ma'i 'khrung rabs gsol 'debs dang jo bo thugs rje chen po'i brgyud 'debs bcas bzhugs so	འཕྲུལ་ཞིག་ཀུན་བཟང་བླ་མའི་འཁྲུང་རབས་གསོལ་འདེབས་དང་ཇོ་བོ་ཐུགས་རྗེ་ཆེན་པོའི་བརྒྱུད་འདེབས་བཅས་བཞུགས་སོ།	3 ff	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
43	Klong chen snying gi thig le las:  'pho ba ma bsgoms sangs rgyas bzhugs:  chos sku 'grub pa'i 'brel legs	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   འཕོ་བ་མ་བསྒོམས་སངས་རྒྱས་བཞུགས༔   ཆོས་སྐུ་འགྲུབ་པའི་འབྲེལ་ལེགས།	2 ff	ms	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
44	nt. extract from a Chos spyod	ཆོས་སྤྱོད།	ff 35-38	xyl	bo-Latn-x-EWTS	32 x 10	Rnying-ma-pa (Sect)--Doctrines.	Buddhism--Doctrines.
45	nt. extract from a Thar pa'i them skas	ཐར་པའི་ཐེམ་སྐས།	ff 2-5	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
46	Klong chen snying gi thig le las:  nang sgrub rig 'dzin 'dus bzhugs	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   ནང་སྒྲུབ་རིག་འཛིན་འདུས་བཞུགས།	10 ff	xyl	bo-Latn-x-EWTS	33 x 9	Ritual.	Buddhism--Rituals--Texts.
47	Nyams chag sdig sgrib thams cad bshags pa'i rgyal po na rag dong sprug bzhugs so	ཉམས་ཆག་སྡིག་སྒྲིབ་ཐམས་ཅད་བཤགས་པའི་རྒྱལ་པོ་ན་རག་དོང་སྤྲུག་བཞུགས་སོ།	13 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
48	Klong chen snying thig las/  brgyud pa'i gsol 'debs bzhugs	ཀློང་ཆེན་སྙིང་ཐིག་ལས།   བརྒྱུད་པའི་གསོལ་འདེབས་བཞུགས།	6+1+1+2+3+1+4+4+2 ff	ms	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
49	Klong chen snying gi thig le las:  gzhi lam 'bras bu'i smon lam bzhugs	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   གཞི་ལམ་འབྲས་བུའི་སྨོན་ལམ་བཞུགས།	2... ff	xyl	bo-Latn-x-EWTS	31 x 8	Prayers.	Buddhism--Prayers and devotions.
50	Klong chen snying gi thig le las:  gcod yul mkha' 'gro'i gad rgyangs zhes bya ba bzhugs so	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   གཅོད་ཡུལ་མཁའ་འགྲོའི་གད་རྒྱངས་ཞེས་བྱ་བ་བཞུགས་སོ།	8 ff	xyl	bo-Latn-x-EWTS	32 x  9	Ritual.	Buddhism--Rituals--Texts.
51	Klong chen snying gi thig len las:  gcod yul mkha' 'gro'i geng rgyang kyi brgyud pa'i gso; 'debs dpa' ba'i gyad glu zhes bya ba bzhugs so	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེན་ལས༔   གཅོད་ཡུལ་མཁའ་འགྲོའི་གེང་རྒྱང་ཀྱི་བརྒྱུད་པའི་གསོ༏   འདེབས་དཔའ་བའི་གྱད་གླུ་ཞེས་བྱ་བ་བཞུགས་སོ།	33 ff	ms	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
52	Sngon 'gro'i khrid dmigs brdor bsdus pa skad go bde bar brjod pa blun po la bzhad pa zhes bya ba bzhugs so	སྔོན་འགྲོའི་ཁྲིད་དམིགས་བརྡོར་བསྡུས་པ་སྐད་གོ་བདེ་བར་བརྗོད་པ་བླུན་པོ་ལ་བཞད་པ་ཞེས་བྱ་བ་བཞུགས་སོ།	6... ff concertina	ms	bo-Latn-x-EWTS	29 x 9	Ritual.	Buddhism--Rituals--Texts.
53	Sngon 'gro'i khrid dmigs mdor phal skad go bde bar brjod pa glun pos blun pol bshad ba zhes bya ba bzhugs so	སྔོན་འགྲོའི་ཁྲིད་དམིགས་མདོར་ཕལ་སྐད་གོ་བདེ་བར་བརྗོད་པ་གླུན་པོས་བླུན་པོལ་བཤད་བ་ཞེས་བྱ་བ་བཞུགས་སོ།	12 ff folded, bound	ms	bo-Latn-x-EWTS	28 x 10	Ritual.	Buddhism--Rituals--Texts.
54	Dpal sprul rin che'i tshogs glu mgur bzhugso	དཔལ་སྤྲུལ་རིན་ཆེའི་ཚོགས་གླུ་མགུར་བཞུགསོ།	4 ff	ms	bo-Latn-x-EWTS	31 x 10	Poetry--Religious aspects.	Buddhist poetry.
55	Klong chen snying gi thig las la spungs gtor bsdus pa dang dkar gsur zhing khams kun khyab dmar dsur 'dod yon rgyam tsho gson gzhin gyi bsngo ba nyi ma'i 'od zer dus mthar gdab pa'i smon lam bcas bzhugs so	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལས་ལ་སྤུངས་གཏོར་བསྡུས་པ་དང་དཀར་གསུར་ཞིང་ཁམས་ཀུན་ཁྱབ་དམར་དསུར་འདོད་ཡོན་རྒྱམ་ཚོ་གསོན་གཞིན་གྱི་བསྔོ་བ་ཉི་མའི་འོད་ཟེར་དུས་མཐར་གདབ་པའི་སྨོན་ལམ་བཅས་བཞུགས་སོ།	25+1 ff	ms	bo-Latn-x-EWTS	33 x 10	Prayers.	Buddhism--Prayers and devotions.
56	Thugs dam rgyud bskul gsol 'debs dge legs byin rlabs 'khyil pa'i rgya mtsho zhes bya ba bzhug	ཐུགས་དམ་རྒྱུད་བསྐུལ་གསོལ་འདེབས་དགེ་ལེགས་བྱིན་རླབས་འཁྱིལ་པའི་རྒྱ་མཚོ་ཞེས་བྱ་བ་བཞུག	2...+1 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
57	Rdo rje g.yu sgron ma'i gsol 'debs mchod sman btsun ma gul rgyan bzhugs so	རྡོ་རྗེ་གཡུ་སྒྲོན་མའི་གསོལ་འདེབས་མཆོད་སྨན་བཙུན་མ་གུལ་རྒྱན་བཞུགས་སོ།			bo-Latn-x-EWTS	30 x 9	Prayers.	Buddhism--Prayers and devotions.
58	Klong chen snying gi thig le las/  ... [illeg.]	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས།....	17... ff	xyl	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
59	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum kha ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཁ་བའི་དཀར་ཆག་བཞུགས་སོ།	507 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
60	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ga ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ག་བའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
61	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum kha pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ཁ་པའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
62	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ka ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཀ་བའི་དཀར་ཆག་བཞུགས་སོ།	260, 223 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
63	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ca ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཅ་བའི་དཀར་ཆག་བཞུགས་སོ།	335 ff	xyl, red ink	bo-Latn-x-EWTS	72 x 23 cm	Kanjur.	
64	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ka pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ཀ་པའི་དཀར་ཆག་བཞུགས་སོ།	330 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
65	[Bka' rgyur volume Lu]	བཀའ་རྒྱུར།   ལུ	337 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
66	Theg pa chen po rgyud bla ma'i TIkka bzhugs so	ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་ཊཱིཀྐ་བཞུགས་སོ།	436 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
67	Legs par bshad pa chos mngon rgya mtsho'i snying pa bzhugs pa'i dbu'i phyogs lags	ལེགས་པར་བཤད་པ་ཆོས་མངོན་རྒྱ་མཚོའི་སྙིང་པ་བཞུགས་པའི་དབུའི་ཕྱོགས་ལགས།	312, 274 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
68	Tshad ma rnam 'grel gyi tshig le'ur byas pa'i rnam bshad thar lam phyin ci ma log par gsal bar byed pa zhes bya ba bzhugs so	ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་བཤད་ཐར་ལམ་ཕྱིན་ཅི་མ་ལོག་པར་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བ་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
69	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum nga ba'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ང་བའི་དཀར་ཆག་བཞུགས་སོ།	574 ff	xyl	bo-Latn-x-EWTS	32 x 9 cm	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
70	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ga ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ག་བའི་དཀར་ཆག་བཞུགས་སོ།	44 ff	ms	bo-Latn-x-EWTS	31 x 11	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
71	 'Phags pa shes rab kyi pha rol tu phyin pa brgyad stong pa bzhugs so	འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པ་བཞུགས་སོ།	142, 13, 1	xyl	bo-Latn-x-EWTS	31 x 11	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
72	 'Phags pa shes rab kyi pha rol tu phyin pa rdo rje gcod pa zhes bya ba theg pa chen po'i mdo	འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པ་བཞུགས་སོ།	37-440 ff	xyl	bo-Latn-x-EWTS	64 x 17	Tantra.	
73	Rin 'byung snar thang brgya rtsa rdor 'phreng bcas nas gsungs pa'i bris sku mthong ba don ldan bzhugs so	རིན་འབྱུང་སྣར་ཐང་བརྒྱ་རྩ་རྡོར་འཕྲེང་བཅས་ནས་གསུངས་པའི་བྲིས་སྐུ་མཐོང་བ་དོན་ལྡན་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
74	[ Rgyud - vol. Ja - incomplete]	རྒྱུད།   ཇ	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
